,equity
935,12724.489377031265
936,13198.448348451013
937,13219.57626300588
938,13358.239990732383
939,13067.381628402412
940,13516.352058114324
941,13548.106801734304
942,13229.701614716883
943,12996.182322750356
944,13967.427195766164
945,14992.872040603432
946,15153.951057584902
947,15271.581178438057
948,16123.579227488959
949,19916.041387034904
950,22123.45937382079
951,20613.5993804938
952,20358.842896817627
953,21635.921593209663
954,21932.58811116333
955,25195.602455820648
956,25260.429256707223
957,29081.303476494868
958,25409.07612614879
959,22022.3720178639
960,20504.822206124805
961,21146.18629392441
962,21561.04877882035
963,21019.82897016245
964,18256.87873110327
965,18256.87873110327
966,18256.87873110327
967,18256.87873110327
968,18256.87873110327
969,18256.87873110327
970,18256.87873110327
971,18256.87873110327
972,18256.87873110327
973,18256.87873110327
974,18256.87873110327
975,18256.87873110327
976,18256.87873110327
977,18256.87873110327
978,18256.87873110327
979,18256.87873110327
980,18256.87873110327
981,18247.75485367643
982,17975.052089217043
983,18048.48368193373
984,18443.049135501475
985,18844.57550095167
986,18657.518095008534
987,18270.76419598954
988,17914.973419118982
989,18183.555713847607
990,18299.738873179147
991,17966.957438621692
992,18184.976612186718
993,17218.730523902243
994,17006.690412662916
995,17006.690412662916
996,17006.690412662916
997,17006.690412662916
998,17006.690412662916
999,17006.690412662916
1000,16998.191317004414
1001,17249.620394538208
1002,17334.85665080195
1003,16857.686541379633
1004,15854.434858299912
1005,16005.447704999991
1006,16561.108515110587
1007,16691.187395547357
1008,16691.187395547357
1009,16691.187395547357
1010,16691.187395547357
1011,16691.187395547357
1012,16691.187395547357
1013,16691.187395547357
1014,16691.187395547357
1015,16682.845972561077
1016,16397.77322804139
1017,18207.035736752823
1018,18484.43283878087
1019,16231.190855521634
1020,14957.775345752816
1021,15626.504403399627
1022,15847.77472789939
1023,17613.86217649803
1024,20138.50691782782
1025,21746.40704917249
1026,21299.307450542256
1027,22767.12910796034
1028,26964.43485519324
1029,26805.76831067001
1030,24065.370649009677
1031,27928.791094688433
1032,26993.21822860177
1033,25528.635644278056
1034,25688.622065337626
1035,26171.099845096072
1036,25299.569584534212
1037,24147.8823761192
1038,23520.289089274705
1039,23580.3743526715
1040,23754.273233166077
1041,25359.053240428308
1042,25039.441820306987
1043,24617.804910387582
1044,24605.50215930793
1045,23053.848947658447
1046,23258.44926378607
1047,23258.44926378607
1048,23258.44926378607
1049,23258.44926378607
1050,23258.44926378607
1051,23258.44926378607
1052,23258.44926378607
1053,23258.44926378607
1054,23246.82585086064
1055,23691.39279346454
1056,23382.785654066014
1057,22414.949016994327
1058,22544.92295955433
1059,22271.367259425733
1060,22381.965533743398
1061,22912.171161003982
1062,22912.171161003982
1063,22912.171161003982
1064,22912.171161003982
1065,22912.171161003982
1066,22912.171161003982
1067,22912.171161003982
1068,22912.171161003982
1069,22912.171161003982
1070,22912.171161003982
1071,22912.171161003982
1072,22900.72080060368
1073,23868.469027572493
1074,22906.253126105257
1075,23182.52399064289
1076,25353.2450231387
1077,26144.325353020227
1078,28624.61674517294
1079,29152.10661527384
1080,32982.15494138456
1081,30653.58129155968
1082,28833.480742595104
1083,30022.366554883436
1084,29692.773897521565
1085,28852.595378155704
1086,28643.029045966425
1087,28705.9091160447
1088,27956.377836374806
1089,26423.71450716592
1090,27090.1419295702
1091,30515.948623523058
1092,32065.51596082885
1093,35309.32392167522
1094,34851.25197561856
1095,36385.627005953844
1096,55960.445354804826
1097,45657.973413971886
1098,40359.44863194477
1099,38947.0111984434
1100,33615.08137918719
1101,37066.646104776424
1102,41459.193578286264
1103,40027.942783974126
1104,42080.34919242373
1105,43969.368739095255
1106,44272.29762162383
1107,42627.656032852334
1108,43158.16440729385
1109,48555.28470935947
1110,55906.2158998362
1111,52855.576865209296
1112,56534.21448058436
1113,55961.75407696649
1114,52601.039999503046
1115,59058.16768409239
1116,50344.59958436574
1117,52119.62981454588
1118,46584.47194653144
1119,46304.27875340373
1120,48400.04569845883
1121,50767.05586572962
1122,49878.07907109551
1123,49878.07907109551
1124,49878.07907109551
1125,49878.07907109551
1126,49878.07907109551
1127,49878.07907109551
1128,49878.07907109551
1129,49878.07907109551
1130,49878.07907109551
1131,49878.07907109551
1132,49878.07907109551
1133,49878.07907109551
1134,49878.07907109551
1135,49878.07907109551
1136,49878.07907109551
1137,49878.07907109551
1138,49878.07907109551
1139,49878.07907109551
1140,49878.07907109551
1141,49878.07907109551
1142,49853.15249484809
1143,48498.64412346463
1144,43240.853229963395
1145,43240.853229963395
1146,43240.853229963395
1147,43240.853229963395
1148,43240.853229963395
1149,43240.853229963395
1150,43240.853229963395
1151,43240.853229963395
1152,43240.853229963395
1153,43240.853229963395
1154,43240.853229963395
1155,43240.853229963395
1156,43240.853229963395
1157,43219.24360815932
1158,46171.790045139285
1159,41204.01527914976
1160,46398.29161750888
1161,45825.95732790327
1162,44530.452574063114
1163,44462.27604516578
1164,40133.798730900664
1165,40354.42668064803
1166,44718.86447657265
1167,44196.16616235026
1168,43918.20470020422
1169,45709.767798294655
1170,49209.01711773996
1171,48451.20387271051
1172,50857.44544244231
1173,52615.57912651637
1174,51625.28635240904
1175,50115.1316055298
1176,51308.22279334571
1177,50008.76880113719
1178,48380.49627617005
1179,50399.87864749467
1180,49376.260793457026
1181,49416.375317431586
1182,48064.64994811066
1183,47293.972696693454
1184,56689.09098404656
1185,55418.70755959264
1186,78833.41338647009
1187,92343.58009027857
1188,91499.96558425971
1189,87407.81270335478
1190,109669.64620047691
1191,139840.35120068063
1192,132371.62270017588
1193,147290.84055725316
1194,134762.2643919301
1195,134097.7412767334
1196,142229.97273692675
1197,143030.23836230344
1198,126424.3943123523
1199,127641.99628193978
1200,107546.43209240281
1201,120366.74954768167
1202,123212.22602701912
1203,122411.96813009326
1204,119576.62364977915
1205,117776.55152733732
1206,113727.48942386682
1207,113727.48942386682
1208,113727.48942386682
1209,113727.48942386682
1210,113727.48942386682
1211,113727.48942386682
1212,113727.48942386682
1213,113727.48942386682
1214,113727.48942386682
1215,113727.48942386682
1216,113727.48942386682
1217,113727.48942386682
1218,113727.48942386682
1219,113727.48942386682
1220,113727.48942386682
1221,113727.48942386682
1222,113727.48942386682
1223,113727.48942386682
1224,113727.48942386682
1225,113727.48942386682
1226,113727.48942386682
1227,113670.65409681841
1228,111569.00520411723
1229,111569.00520411723
1230,111569.00520411723
1231,111569.00520411723
1232,111569.00520411723
1233,111569.00520411723
1234,111569.00520411723
1235,111569.00520411723
1236,111569.00520411723
1237,111569.00520411723
1238,111569.00520411723
1239,111569.00520411723
1240,111569.00520411723
1241,111513.24857982733
1242,112729.64071316234
1243,107303.4751579866
1244,105255.77007869087
1245,104176.32328960118
1246,106376.04342275969
1247,106376.04342275969
1248,106376.04342275969
1249,106376.04342275969
1250,106376.04342275969
1251,106376.04342275969
1252,106376.04342275969
1253,106376.04342275969
1254,106376.04342275969
1255,106376.04342275969
1256,106376.04342275969
1257,106376.04342275969
1258,106376.04342275969
1259,106376.04342275969
1260,106376.04342275969
1261,106376.04342275969
1262,106376.04342275969
1263,106322.8819817688
1264,103066.94911495445
1265,117066.1276037796
1266,124778.24157831828
1267,109081.26648173148
1268,123575.70757065371
1269,127956.07215971274
1270,127487.04070361383
1271,126403.31139351054
1272,125391.90689630594
1273,124287.51898391324
1274,130894.21251004247
1275,135128.9028192416
1276,133765.21437342023
1277,140259.29841808867
1278,146430.0331684724
1279,171443.5255705464
1280,163857.44404568628
1281,165324.44914881763
1282,174018.02407607503
1283,168782.2467478845
1284,179131.8833347454
1285,209936.97272019638
1286,173716.3501561878
1287,186101.2019335676
1288,197258.72307497205
1289,209755.1360338872
1290,206673.38647573112
1291,217201.75425889663
1292,278404.8773805679
1293,287910.4512425272
1294,290152.29974766605
1295,285905.18747844856
1296,271223.7549050877
1297,253454.37755747026
1298,288927.03418372426
1318,9995.002498750626
1319,10275.199516540193
1320,10275.199516540193
1321,10275.199516540193
1322,10270.064484298045
1323,9808.552701558838
1324,11537.055831115356
1325,11704.211101082794
1326,10321.689006588904
1327,10532.162280393397
1328,10389.646623207007
1329,9060.838511319023
1330,10059.463681095833
1331,10703.393825378138
1332,10180.142261777857
1333,10563.656598301784
1334,8150.7836855714195
1335,8150.7836855714195
1336,8150.7836855714195
1337,8150.7836855714195
1338,8150.7836855714195
1339,8150.7836855714195
1340,8150.7836855714195
1341,8150.7836855714195
1342,8150.7836855714195
1343,8150.7836855714195
1344,8150.7836855714195
1345,8150.7836855714195
1346,8150.7836855714195
1347,8150.7836855714195
1348,8150.7836855714195
1349,8150.7836855714195
1350,8150.7836855714195
1351,8150.7836855714195
1352,8150.7836855714195
1353,8150.7836855714195
1354,8150.7836855714195
1355,8150.7836855714195
1356,8150.7836855714195
1357,8150.7836855714195
1358,8150.7836855714195
1359,8150.7836855714195
1360,8150.7836855714195
1361,8150.7836855714195
1362,8150.7836855714195
1363,8150.7836855714195
1364,8146.710330406217
1365,7964.729213428265
1366,8748.853020838122
1367,8062.543725619148
1368,8502.477425153342
1369,8177.469977062293
1370,8666.700767495227
1371,7596.228334948573
1372,7675.425058394745
1373,7355.253037579943
1374,7549.564576096512
1375,7887.655060551475
1376,8127.635889746811
1377,7675.129095484144
1378,8436.417847633687
1379,9260.999211033415
1380,9481.98676391325
1381,9912.330773238853
1382,10027.123390459205
1383,9305.836362226697
1384,9111.068171795434
1385,7485.465240458428
1386,7739.416174907623
1387,6901.926066144336
1388,6901.926066144336
1389,6901.926066144336
1390,6901.926066144336
1391,6901.926066144336
1392,6901.926066144336
1393,6901.926066144336
1394,6901.926066144336
1395,6901.926066144336
1396,6901.926066144336
1397,6901.926066144336
1398,6901.926066144336
1399,6901.926066144336
1400,6901.926066144336
1401,6901.926066144336
1402,6901.926066144336
1403,6901.926066144336
1404,6901.926066144336
1405,6901.926066144336
1406,6901.926066144336
1407,6901.926066144336
1408,6901.926066144336
1409,6901.926066144336
1410,6901.926066144336
1411,6901.926066144336
1412,6901.926066144336
1413,6901.926066144336
1414,6901.926066144336
1415,6901.926066144336
1416,6901.926066144336
1417,6901.926066144336
1418,6901.926066144336
1419,6901.926066144336
1420,6901.926066144336
1421,6901.926066144336
1422,6898.476827730471
1423,7267.883061437958
1424,7031.647390524164
1425,7091.458087811867
1426,8272.238441437701
1427,8643.963030638944
1428,9853.072759729635
1429,9353.032113682762
1430,9828.438712465966
1431,10263.088909114027
1432,10724.47592467532
1433,9315.428763463784
1434,9718.634674487876
1435,9124.694550373835
1436,9473.523582542184
1437,9305.647890286258
1438,8783.436380590443
1439,8703.882072627835
1440,9044.560377148246
1441,8911.064227471903
1442,8745.406640629117
1443,8745.406640629117
1444,8745.406640629117
1445,8745.406640629117
1446,8745.406640629117
1447,8745.406640629117
1448,8745.406640629117
1449,8745.406640629117
1450,8745.406640629117
1451,8745.406640629117
1452,8745.406640629117
1453,8745.406640629117
1454,8745.406640629117
1455,8745.406640629117
1456,8745.406640629117
1457,8745.406640629117
1458,8745.406640629117
1459,8745.406640629117
1460,8745.406640629117
1461,8745.406640629117
1462,8745.406640629117
1463,8745.406640629117
1464,8745.406640629117
1465,8745.406640629117
1466,8745.406640629117
1467,8745.406640629117
1468,8745.406640629117
1469,8745.406640629117
1470,8745.406640629117
1471,8745.406640629117
1472,8745.406640629117
1473,8745.406640629117
1474,8745.406640629117
1475,8745.406640629117
1476,8745.406640629117
1477,8745.406640629117
1478,8745.406640629117
1479,8745.406640629117
1480,8745.406640629117
1481,8745.406640629117
1482,8745.406640629117
1483,8745.406640629117
1484,8745.406640629117
1485,8745.406640629117
1486,8745.406640629117
1487,8745.406640629117
1488,8745.406640629117
1489,8745.406640629117
1490,8745.406640629117
1491,8745.406640629117
1492,8745.406640629117
1493,8745.406640629117
1494,8745.406640629117
1495,8745.406640629117
1496,8745.406640629117
1497,8745.406640629117
1498,8745.406640629117
1499,8741.036122567833
1500,8658.767274205391
1501,9374.566119427656
1502,9238.451828249177
1503,9234.181903366964
1504,9258.001446176751
1505,8943.80563120899
1506,9048.292546024588
1507,9215.565886087217
1508,9056.433299328872
1509,8105.371672318512
1510,8366.123177136802
1511,8018.624705620339
1512,8018.624705620339
1513,8018.624705620339
1514,8018.624705620339
1515,8018.624705620339
1516,8018.624705620339
1517,8014.617396921879
1518,8001.31322855399
1519,7464.4670665163885
1520,7576.74532267999
1521,7381.434356129067
1522,7659.605660744491
1523,8452.31709884095
1524,8184.925626799836
1525,7845.3399010352
1526,8031.7050065277
1527,7993.514474679409
1528,7761.9055718855725
1529,7557.936502806941
1530,7014.094453425133
1531,7345.074465360392
1532,7345.074465360392
1533,7345.074465360392
1534,7345.074465360392
1535,7345.074465360392
1536,7345.074465360392
1537,7345.074465360392
1538,7345.074465360392
1539,7345.074465360392
1540,7345.074465360392
1541,7345.074465360392
1542,7345.074465360392
1543,7345.074465360392
1544,7345.074465360392
1545,7345.074465360392
1546,7345.074465360392
1547,7345.074465360392
1548,7345.074465360392
1549,7345.074465360392
1550,7345.074465360392
1551,7345.074465360392
1552,7345.074465360392
1553,7345.074465360392
1554,7345.074465360392
1555,7345.074465360392
1556,7345.074465360392
1557,7341.403763478654
1558,7551.681895555446
1559,7272.926415858456
1560,7220.953864844151
1561,8193.261967873917
1562,8496.318126828948
1563,8462.816901377837
1564,9520.458314518928
1565,9688.737006721998
1566,8081.310283662025
1567,8251.695971176487
1568,7857.687847946424
1569,7327.4273612464285
1570,7459.887133155858
1571,7419.713755885342
1572,7416.074097067857
1573,7416.074097067857
1574,7416.074097067857
1575,7416.074097067857
1576,7416.074097067857
1577,7416.074097067857
1578,7412.367913111302
1579,7775.749788638621
1580,7569.078023813617
1581,7569.078023813617
1582,7569.078023813617
1583,7565.295376125554
1584,7582.689705796145
1585,7148.388577793062
1586,7205.461787601905
1587,7155.3834505787445
1588,7382.066850058119
1589,7245.883486089079
1590,7110.319137410806
1591,7196.424164356687
1592,7089.025011408376
1593,7228.215923069143
1594,7228.215923069143
1595,7228.215923069143
1596,7228.215923069143
1597,7228.215923069143
1598,7228.215923069143
1599,7228.215923069143
1600,7228.215923069143
1601,7228.215923069143
1602,7228.215923069143
1603,7228.215923069143
1604,7228.215923069143
1605,7228.215923069143
1606,7228.215923069143
1607,7228.215923069143
1608,7228.215923069143
1609,7228.215923069143
1610,7228.215923069143
1611,7228.215923069143
1612,7228.215923069143
1613,7228.215923069143
1614,7228.215923069143
1615,7228.215923069143
1616,7228.215923069143
1617,7224.603621258514
1618,7147.623185026741
1619,7221.71427512649
1620,6978.270077778352
1621,6978.270077778352
1622,6978.270077778352
1623,6978.270077778352
1624,6978.270077778352
1625,6978.270077778352
1626,6974.782686435135
1627,6946.645481243694
1628,7043.2852392072
1629,6957.12674614871
1630,6764.59589200063
1631,6668.891961260786
1632,6566.0757436211115
1633,6636.637116285233
1634,6556.182833291612
1635,6556.182833291612
1636,6556.182833291612
1637,6556.182833291612
1638,6556.182833291612
1639,6556.182833291612
1640,6556.182833291612
1641,6556.182833291612
1642,6556.182833291612
1643,6556.182833291612
1644,6556.182833291612
1645,6556.182833291612
1646,6556.182833291612
1647,6556.182833291612
1648,6556.182833291612
1649,6556.182833291612
1650,6556.182833291612
1651,6556.182833291612
1652,6556.182833291612
1653,6556.182833291612
1654,6556.182833291612
1655,6556.182833291612
1656,6556.182833291612
1657,6556.182833291612
1658,6556.182833291612
1659,6556.182833291612
1660,6556.182833291612
1661,6556.182833291612
1662,6556.182833291612
1663,6556.182833291612
1664,6556.182833291612
1665,6556.182833291612
1666,6556.182833291612
1667,6556.182833291612
1668,6556.182833291612
1669,6556.182833291612
1670,6556.182833291612
1671,6556.182833291612
1672,6556.182833291612
1673,6552.906380101562
1674,6540.950472604014
1675,6671.292311753678
1676,7123.929402716453
1677,6397.7519847250305
1678,6243.733106278031
1679,5623.08645054398
1680,6293.753803183663
1681,6084.0728283691515
1682,6115.964021089098
1683,5845.8362509721965
1684,6116.367263143475
1685,6607.643297650407
1686,6299.458013665943
1687,6402.585198244
1688,6314.18439646518
1689,6939.481846392817
1690,6680.285944044049
1691,6721.832571057723
1692,6665.990917573224
1693,5753.266118374538
1694,5789.396490155708
1695,5789.396490155708
1696,5789.396490155708
1697,5789.396490155708
1698,5789.396490155708
1699,5789.396490155708
1700,5789.396490155708
1701,5789.396490155708
1702,5789.396490155708
1703,5789.396490155708
1704,5789.396490155708
1705,5789.396490155708
1706,5789.396490155708
1707,5789.396490155708
1708,5789.396490155708
1709,5789.396490155708
1710,5789.396490155708
1711,5786.50323853644
1712,5802.549301199577
1713,5873.221826044202
1714,5873.221826044202
1715,5873.221826044202
1716,5873.221826044202
1717,5873.221826044202
1718,5873.221826044202
1719,5873.221826044202
1720,5873.221826044202
1721,5873.221826044202
1722,5873.221826044202
1723,5870.286682702851
1724,6024.066087541267
1725,5835.855739313195
1726,5930.294409333137
1727,5963.904930336129
1728,5665.538608904874
1729,5735.189957928453
1730,5672.049386834149
1731,5811.41669605353
1751,9995.002498750626
1752,10026.646154546379
1753,9886.404035913842
1754,10129.740876825565
1755,10241.573878547344
1756,10303.406519603728
1757,10549.896196446174
1758,10752.310008270202
1759,10535.847274392581
1760,10526.506272256109
1761,10774.965400868143
1762,10997.372261956629
1763,10598.30803008445
1764,10612.109963119558
1765,10595.826411283197
1766,10576.99348944772
1767,10300.521706736268
1768,10418.729955545456
1769,10770.86407003185
1770,10607.248249770817
1771,10525.458332690325
1772,10519.0375752714
1773,10998.276209161886
1774,11802.763065819747
1775,13590.873225228122
1776,12931.107050031915
1777,12580.695375428373
1778,13611.16182669458
1779,13400.530048672548
1780,13738.071292306835
1781,13991.236757770735
1782,13455.780433440119
1783,13968.397610932341
1784,13061.098470516896
1785,13008.796880903115
1786,12855.76883252614
1787,13103.290492644217
1788,12664.576316034501
1789,13560.177874523613
1790,13279.601626176041
1791,13611.16142114727
1792,13494.026180167273
1793,13682.479090688144
1794,13523.853845248264
1795,13499.082629395913
1796,13644.382765306444
1797,13319.363451866002
1798,12058.127247495306
1799,12058.127247495306
1800,12058.127247495306
1801,12058.127247495306
1802,12058.127247495306
1803,12058.127247495306
1804,12058.127247495306
1805,12058.127247495306
1806,12058.127247495306
1807,12058.127247495306
1808,12052.101196896858
1809,12137.482119476117
1810,11954.411986442232
1811,12279.976005652226
1812,11797.93871219088
1813,12415.550711849213
1814,14150.802780841226
1815,13534.483974913059
1816,14437.187410471328
1817,15151.66359796632
1818,17159.56472124096
1819,15869.589488071239
1820,14957.27354829679
1821,14516.45131913363
1822,16528.130223563
1823,15978.549706590335
1824,16232.99728925662
1825,15230.187527959846
1826,15434.08453040085
1827,15608.207570525263
1828,15866.368837279007
1829,16778.645437734922
1830,17867.642325045257
1831,17520.189833731733
1832,17142.31013914723
1833,16773.0987621639
1834,17001.43395742702
